$ paste ~/ismo.a.txt ~/ismo.b.txt | awk '{ print $1, $2, $4}'

anglicismo	ˌɐ̃ŋɡlisˈizmʊ	ˌɐ̃ŋɡlisˈizmʊ
animalismo	ˌɐnimalˈizmʊ	ˌɐnimalˈizmʊ
animismo	ˌɐnimˈizmʊ	ˌɐnimˈizmʊ
antagonismo	ˌɐ̃ntaɡonˈizmʊ	ˌɐ̃ntaɡonˈizmʊ
antiabolicionismo	ˌɐ̃ntʃiˌabolˌisjonˈizmʊ	ˌɐ̃ntʃiˌabolˌisjonˈizmʊ
antialcoolismo	ˌɐ̃ntʃiˌaʊkoolˈizmʊ	ˌɐ̃ntʃiˌaʊkoolˈizmʊ
anticatolicismo	ˌɐ̃ntʃikˌatolisˈizmʊ	ˌɐ̃ntʃikˌatolisˈizmʊ
anticivismo	ˌɐ̃ntʃisˌivˈizmʊ	ˌɐ̃ntʃisivˈizmʊ
anticlericalismo	ˌɐ̃ntʃiklˌeɾikalˈizmʊ	ˌɐ̃ntʃiklˌeɾikalˈizmʊ
anticolonialismo	ˌɐ̃ntʃikˌolonˌialˈizmʊ	ˌɐ̃ntʃikˌolonˌialˈizmʊ
anticorporativismo	ˌɐ̃ntʃikˌoɾpoɾˌatʃivˈizmʊ	ˌɐ̃ntʃikˌoɾpoɾˌatʃivˈizmʊ
anticristianismo	ˌɐ̃ntʃikɾˌistʃiɐnˈizmʊ	ˌɐ̃ntʃikɾˌistʃiɐnˈizmʊ
antidesportivismo	ˌɐ̃ntʃidˌespoɾtʃivˈizmʊ	ˌɐ̃ntʃidˌespoɾtʃivˈizmʊ
antidogmatismo	ˌɐ̃ntʃidˌoɡmatʃˈizmʊ	ˌɐ̃ntʃidˌoɡmatʃˈizmʊ
antiespiritualismo	ˌɐ̃ntʃiˌespiɾˌitualˈizmʊ	ˌɐ̃ntʃiˌespiɾˌitualˈizmʊ
antifascismo	ˌɐ̃ntʃifˌasˈizmʊ	ˌɐ̃ntʃifasˈizmʊ
antifederalismo	ˌɐ̃ntʃifˌedeɾalˈizmʊ	ˌɐ̃ntʃifˌedeɾalˈizmʊ
anti-imperialismo	ɐ̃ntʃˈiˌĩmpeɾˌialˈizmʊ	ɐ̃ntʃˈiˌĩmpeɾˌialˈizmʊ
antiliberalismo	ˌɐ̃ntʃilˌibeɾalˈizmʊ	ˌɐ̃ntʃilˌibeɾalˈizmʊ
antilogismo	ˌɐ̃ntʃilˌoʒˈizmʊ	ˌɐ̃ntʃiloʒˈizmʊ
antimilitarismo	ˌɐ̃ntʃimˌilitaɾˈizmʊ	ˌɐ̃ntʃimˌilitaɾˈizmʊ
antinazismo	ˌɐ̃ntʃinˌazˈizmʊ	ˌɐ̃ntʃinazˈizmʊ
antinomismo	ˌɐ̃ntʃinˌomˈizmʊ	ˌɐ̃ntʃinomˈizmʊ
antipapismo	ˌɐ̃ntʃipˌapˈizmʊ	ˌɐ̃ntʃipapˈizmʊ
antiparalelismo	ˌɐ̃ntʃipˌaɾalelˈizmʊ	ˌɐ̃ntʃipˌaɾalelˈizmʊ
antiparlamentarismo	ˌɐ̃ntʃipˌaɾlɐmˌeɪntaɾˈizmʊ	ˌɐ̃ntʃipˌaɾlɐmˌeɪntaɾˈizmʊ
antipatriotismo	ˌɐ̃ntʃipˌatɾiotʃˈizmʊ	ˌɐ̃ntʃipˌatɾiotʃˈizmʊ
antipessoalismo	ˌɐ̃ntʃipˌesoalˈizmʊ	ˌɐ̃ntʃipˌesoalˈizmʊ
antirracismo	ˌɐ̃ntʃixˌasˈizmʊ	ˌɐ̃ntʃixasˈizmʊ
antirrealismo	ˌɐ̃ntʃixˌealˈizmʊ	ˌɐ̃ntʃixˌealˈizmʊ
antirreligiosismo	ˌɐ̃ntʃixˌeliʒˌiozˈizmʊ	ˌɐ̃ntʃixˌeliʒˌiozˈizmʊ
antirrepublicanismo	ˌɐ̃ntʃixˌepublˌikɐnˈizmʊ	ˌɐ̃ntʃixˌepublˌikɐnˈizmʊ
antissemitismo	ˌɐ̃ntʃisˌemitʃˈizmʊ	ˌɐ̃ntʃisˌemitʃˈizmʊ
antissismo	ˌɐ̃ntʃisˈizmʊ	ˌɐ̃ntʃisˈizmʊ
antissocialismo	ˌɐ̃ntʃisˌosialˈizmʊ	ˌɐ̃ntʃisˌosialˈizmʊ
antiterrorismo	ˌɐ̃ntʃitˌexoɾˈizmʊ	ˌɐ̃ntʃitˌexoɾˈizmʊ
antropocentrismo	ˌɐ̃ntɾopˌoseɪntɾˈizmʊ	ˌɐ̃ntɾopˌoseɪntɾˈizmʊ
antropomorfismo	ˌɐ̃ntɾopˌomoɾfˈizmʊ	ˌɐ̃ntɾopˌomoɾfˈizmʊ
apriorismo	ˌapɾioɾˈizmʊ	ˌapɾioɾˈizmʊ
arabismo	ˌaɾabˈizmʊ	ˌaɾabˈizmʊ
aracnismo	ˌaɾaknˈizmʊ	ˌaɾaknˈizmʊ
arianismo	ˌaɾiɐnˈizmʊ	ˌaɾiɐnˈizmʊ
aristocratismo	ˌaɾistˌokɾatʃˈizmʊ	ˌaɾistˌokɾatʃˈizmʊ
aristotelismo	ˌaɾistˌotelˈizmʊ	ˌaɾistˌotelˈizmʊ
armamentismo	ˌaɾmɐmeɪntʃˈizmʊ	ˌaɾmɐmeɪntʃˈizmʊ
aromatismo	ˌaɾomatʃˈizmʊ	ˌaɾomatʃˈizmʊ
arranjismo	ˌaxɐ̃nʒˈizmʊ	ˌaxɐ̃nʒˈizmʊ
arrivismo	ˌaxivˈizmʊ	ˌaxivˈizmʊ
artificialismo	ˌaɾtʃifˌisialˈizmʊ	ˌaɾtʃifˌisialˈizmʊ
artritismo	ˌaɾtɾitʃˈizmʊ	ˌaɾtɾitʃˈizmʊ
ascetismo	ˌasetʃˈizmʊ	ˌasetʃˈizmʊ
asiaticismo	ˌaziˌatʃisˈizmʊ	ˌaziˌatʃisˈizmʊ
asiatismo	ˌaziatʃˈizmʊ	ˌaziatʃˈizmʊ
associativismo	ˌasosˌiatʃivˈizmʊ	ˌasosˌiatʃivˈizmʊ
astigmatismo	ˌastʃiɡmatʃˈizmʊ	ˌastʃiɡmatʃˈizmʊ
atavismo	ˌatavˈizmʊ	ˌatavˈizmʊ
ativismo	ˌatʃivˈizmʊ	ˌatʃivˈizmʊ
atletismo	ˌatletʃˈizmʊ	ˌatletʃˈizmʊ
atomismo	ˌatomˈizmʊ	ˌatomˈizmʊ
atualismo	ˌatualˈizmʊ	ˌatualˈizmʊ
augustinianismo	ˌaʊɡustʃˌiniɐnˈizmʊ	ˌaʊɡustʃˌiniɐnˈizmʊ
austerismo	ˌaʊsteɾˈizmʊ	ˌaʊsteɾˈizmʊ
autismo	ˌaʊtʃˈizmʊ	ˌaʊtʃˈizmʊ
autoclismo	ˌaʊtoklˈizmʊ	ˌaʊtoklˈizmʊ
autocratismo	ˌaʊtokɾˌatʃˈizmʊ	ˌaʊtokɾatʃˈizmʊ
autoctonismo	ˌaʊtoktˌonˈizmʊ	ˌaʊtoktonˈizmʊ
autodeterminismo	ˌaʊtodˌeteɾminˈizmʊ	ˌaʊtodˌeteɾminˈizmʊ
automatismo	ˌaʊtomˌatʃˈizmʊ	ˌaʊtomatʃˈizmʊ
automobilismo	ˌaʊtomˌobilˈizmʊ	ˌaʊtomˌobilˈizmʊ
automorfismo	ˌaʊtomˌoɾfˈizmʊ	ˌaʊtomoɾfˈizmʊ
autonomismo	ˌaʊtonˌomˈizmʊ	ˌaʊtonomˈizmʊ
autoritarismo	ˌaʊtoxˌitaɾˈizmʊ	ˌaʊtoxˌitaɾˈizmʊ
autotrofismo	ˌaʊtotɾˌofˈizmʊ	ˌaʊtotɾofˈizmʊ
baconismo	bˌakonˈizmʊ	beɪkonˈizmʊ
bacoquismo	bˌakokˈizmʊ	bˌakokˈizmʊ
bairrismo	bˌaixˈizmʊ	bˌaixˈizmʊ
bandeirantismo	bˌɐ̃ndeɪɾɐ̃ntʃˈizmʊ	bˌɐ̃ndeɪɾɐ̃ntʃˈizmʊ
bandeirismo	bˌɐ̃ndeɪɾˈizmʊ	bˌɐ̃ndeɪɾˈizmʊ
banditismo	bˌɐ̃ndʒitʃˈizmʊ	bˌɐ̃ndʒitʃˈizmʊ
bandoleirismo	bˌɐ̃ndoleɪɾˈizmʊ	bˌɐ̃ndoleɪɾˈizmʊ
barbarismo	bˌaɾbaɾˈizmʊ	bˌaɾbaɾˈizmʊ
barbiturismo	bˌaɾbituɾˈizmʊ	bˌaɾbituɾˈizmʊ
barroquismo	bˌaxokˈizmʊ	bˌaxokˈizmʊ
batismo	bˌatʃˈizmʊ	bˌatʃˈizmʊ
beatismo	bˌeatʃˈizmʊ	bˌeatʃˈizmʊ
behaviorismo	bˌeavˌioɾˈizmʊ	bˌɪheɪvˌioɾˈizmʊ
behaviourismo	bˌeavˌioʊɾˈizmʊ	bˌeavˌioʊɾˈizmʊ
belicismo	bˌelisˈizmʊ	bˌelisˈizmʊ
beneditismo	bˌenedʒitʃˈizmʊ	bˌenedʒitʃˈizmʊ
biblicismo	bˌiblisˈizmʊ	bˌiblisˈizmʊ
bilateralismo	bˌilatˌeɾalˈizmʊ	bˌilatˌeɾalˈizmʊ
bilinguismo	bˌilĩŋɡwˈizmʊ	bˌilĩŋɡwˈizmʊ
biologismo	bˌioloʒˈizmʊ	bˌioloʒˈizmʊ
biomagnetismo	bˌiomˌaɡnetʃˈizmʊ	bˌiomˌaɡnetʃˈizmʊ
bioterrorismo	bˌiotˌexoɾˈizmʊ	bˌiotˌexoɾˈizmʊ
bizantinismo	bˌizɐ̃ntʃinˈizmʊ	bˌizɐ̃ntʃinˈizmʊ
bolchevismo	bˌowʃevˈizmʊ	bˌowʃevˈizmʊ
Bonapartismo	bˌonapaɾtʃˈizmʊ	bˌonapaɾtʃˈizmʊ
botulismo	bˌotulˈizmʊ	bˌotulˈizmʊ
bramanismo	bɾˌɐmɐnˈizmʊ	bɾˌɐmɐnˈizmʊ
bramismo	bɾˌɐmˈizmʊ	bɾˌɐmˈizmʊ
brasileirismo	bɾˌazileɪɾˈizmʊ	bɾˌazileɪɾˈizmʊ
brilhantismo	bɾˌiʎɐ̃ntʃˈizmʊ	bɾˌiʎɐ̃ntʃˈizmʊ
britanismo	bɾˌitɐnˈizmʊ	bɾˌitɐnˈizmʊ
bucolismo	bˌukolˈizmʊ	bˌukolˈizmʊ
budismo	bˌudʒˈizmʊ	bˌudʒˈizmʊ
burguesismo	bˌuɾɡezˈizmʊ	bˌuɾɡezˈizmʊ
burocracismo	bˌuɾokɾasˈizmʊ	bˌuɾokɾasˈizmʊ
burocratismo	bˌuɾokɾatʃˈizmʊ	bˌuɾokɾatʃˈizmʊ
cabotinismo	kˌabotʃinˈizmʊ	kˌabotʃinˈizmʊ
Cabralismo	kˌabɾalˈizmʊ	kˌabɾalˈizmʊ
caciquismo	kˌasikˈizmʊ	kˌasikˈizmʊ
caipirismo	kˌaɪpiɾˈizmʊ	kˌaɪpiɾˈizmʊ
caiporismo	kˌaɪpoɾˈizmʊ	kˌaɪpoɾˈizmʊ
calculismo	kˌaʊkulˈizmʊ	kˌaʊkulˈizmʊ
caloteirismo	kˌaloteɪɾˈizmʊ	kˌaloteɪɾˈizmʊ
calvinismo	kˌaʊvinˈizmʊ	kˌaʊvinˈizmʊ
Calvinismo	kˌaʊvinˈizmʊ	kˌaʊvinˈizmʊ
cambismo	kˌɐ̃mbˈizmʊ	kˌɐ̃mbˈizmʊ
campismo	kˌɐ̃mpˈizmʊ	kˌɐ̃mpˈizmʊ
canalhismo	kˌɐnaʎˈizmʊ	kˌɐnaʎˈizmʊ
canibalismo	kˌɐnibalˈizmʊ	kˌɐnibalˈizmʊ
capitalismo	kˌapitalˈizmʊ	kˌapitalˈizmʊ
caravanismo	kˌaɾavɐnˈizmʊ	kˌaɾavɐnˈizmʊ
carnismo	kˌaɾnˈizmʊ	kˌaɾnˈizmʊ
carnivorismo	kˌaɾnivoɾˈizmʊ	kˌaɾnivoɾˈizmʊ
carolismo	kˌaɾolˈizmʊ	kˌaɾolˈizmʊ
cartesianismo	kˌaɾtezˌiɐnˈizmʊ	kˌaɾtezˌiɐnˈizmʊ
cartismo	kˌaɾtʃˈizmʊ	kˌaɾtʃˈizmʊ
caseirismo	kˌazeɪɾˈizmʊ	kˌazeɪɾˈizmʊ
castelhanismo	kˌasteʎɐnˈizmʊ	kˌasteʎɐnˈizmʊ
casticismo	kˌastʃisˈizmʊ	kˌastʃisˈizmʊ
casualismo	kˌazualˈizmʊ	kˌazualˈizmʊ
cataclismo	kˌataklˈizmʊ	kˌataklˈizmʊ
catastrofismo	kˌatastɾofˈizmʊ	kˌatastɾofˈizmʊ
catecismo	kˌatesˈizmʊ	kˌatesˈizmʊ
catolicismo	kˌatolisˈizmʊ	kˌatolisˈizmʊ
cavalheirismo	kˌavaʎeɪɾˈizmʊ	kˌavaʎeɪɾˈizmʊ
Cavaquismo	kˌavakˈizmʊ	kˌavakˈizmʊ
celibatarismo	sˌelibˌataɾˈizmʊ	sˌelibˌataɾˈizmʊ
centralismo	sˌeɪntɾalˈizmʊ	sˌeɪntɾalˈizmʊ
cesarismo	sˌezaɾˈizmʊ	sˌezaɾˈizmʊ
ceticismo	sˌetʃisˈizmʊ	sˌetʃisˈizmʊ
charlatanismo	ʃˌaɾlatɐnˈizmʊ	ʃˌaɾlatɐnˈizmʊ
chauvinismo	ʃˌaʊvinˈizmʊ	ʃˌaʊvinˈizmʊ
chinesismo	ʃˌinezˈizmʊ	ʃˌinezˈizmʊ
chiquismo	ʃˌikˈizmʊ	ʃˌikˈizmʊ
chulismo	ʃˌulˈizmʊ	ʃˌulˈizmʊ
ciberterrorismo	sˌibeɾtˌexoɾˈizmʊ	sˌibeɾtˌexoɾˈizmʊ
ciclismo	sˌiklˈizmʊ	sˌiklˈizmʊ
cientismo	sˌieɪntʃˈizmʊ	sˌieɪntʃˈizmʊ
cineclubismo	sˌineklubˈizmʊ	sˌineklubˈizmʊ
cinismo	sˌinˈizmʊ	sˌinˈizmʊ
cinzentismo	sˌĩnzeɪntʃˈizmʊ	sˌĩnzeɪntʃˈizmʊ
circunstancialismo	sˌiɾkũnstˌɐ̃nsialˈizmʊ	sˌiɾkũnstˌɐ̃nsialˈizmʊ
civismo	sˌivˈizmʊ	sˌivˈizmʊ
classicismo	klˌasisˈizmʊ	klˌasisˈizmʊ
clericalismo	klˌeɾikalˈizmʊ	klˌeɾikalˈizmʊ
climatismo	klˌimatʃˈizmʊ	klˌimatʃˈizmʊ
clitoridismo	klˌitoɾidʒˈizmʊ	klˌitoɾidʒˈizmʊ
clubismo	klˌubˈizmʊ	klˌubˈizmʊ
colaboracionismo	kˌolabˌoɾasjonˈizmʊ	kˌolabˌoɾasjonˈizmʊ
colecionismo	kˌolesjonˈizmʊ	kˌolesjonˈizmʊ
coleguismo	kˌoleɡˈizmʊ	kˌoleɡˈizmʊ
coletivismo	kˌoletʃivˈizmʊ	kˌoletʃivˈizmʊ
colonialismo	kˌolonˌialˈizmʊ	kˌolonˌialˈizmʊ
comensalismo	kˌomeɪnsalˈizmʊ	kˌomeɪnsalˈizmʊ
comercialismo	kˌomeɾsˌialˈizmʊ	kˌomeɾsˌialˈizmʊ
comodismo	kˌomodʒˈizmʊ	kˌomodʒˈizmʊ
companheirismo	kˌõmpɐ̃ɲeɪɾˈizmʊ	kˌõmpɐ̃ɲeɪɾˈizmʊ
compensacionismo	kˌõmpeɪnsˌasjonˈizmʊ	kˌõmpeɪnsˌasjonˈizmʊ
comunalismo	kˌomunalˈizmʊ	kˌomunalˈizmʊ
comunismo	kˌomunˈizmʊ	kˌomunˈizmʊ
concentrismo	kˌõnseɪntɾˈizmʊ	kˌõnseɪntɾˈizmʊ
conceptismo	kˌõnseptʃˈizmʊ	kˌõnseptʃˈizmʊ
conceptualismo	kˌõnseptˌualˈizmʊ	kˌõnseptˌualˈizmʊ
concetismo	kˌõnsetʃˈizmʊ	kˌõnsetʃˈizmʊ
concetualismo	kˌõnsetˌualˈizmʊ	kˌõnsetˌualˈizmʊ
concretismo	kˌõŋkɾetʃˈizmʊ	kˌõŋkɾetʃˈizmʊ
condicionalismo	kˌõndʒisjˌonalˈizmʊ	kˌõndʒisjˌonalˈizmʊ
condutismo	kˌõndutʃˈizmʊ	kˌõndutʃˈizmʊ
conformismo	kˌõnfoɾmˈizmʊ	kˌõnfoɾmˈizmʊ
confucionismo	kˌõnfusjonˈizmʊ	kˌõnfusjonˈizmʊ
confusionismo	kˌõnfuzjonˈizmʊ	kˌõnfuzjonˈizmʊ
consciencialismo	kˌõnsiˌeɪnsialˈizmʊ	kˌõnsiˌeɪnsialˈizmʊ
conselheirismo	kˌõnseʎeɪɾˈizmʊ	kˌõnseʎeɪɾˈizmʊ
conservadorismo	kˌõnseɾvˌadoɾˈizmʊ	kˌõnseɾvˌadoɾˈizmʊ
conservantismo	kˌõnseɾvɐ̃ntʃˈizmʊ	kˌõnseɾvɐ̃ntʃˈizmʊ
consonantismo	kˌõnsonɐ̃ntʃˈizmʊ	kˌõnsonɐ̃ntʃˈizmʊ
constitucionalismo	kˌõnstʃitˌusjonalˈizmʊ	kˌõnstʃitˌusjonalˈizmʊ
consumismo	kˌõnsumˈizmʊ	kˌõnsumˈizmʊ
contextualismo	kˌõntestˌualˈizmʊ	kˌõntestˌualˈizmʊ
contingentismo	kˌõntʃĩnʒeɪntʃˈizmʊ	kˌõntʃĩnʒeɪntʃˈizmʊ
contorcionismo	kˌõntoɾsjonˈizmʊ	kˌõntoɾsjonˈizmʊ
contrabandismo	kˌõntɾabɐ̃ndʒˈizmʊ	kˌõntɾabɐ̃ndʒˈizmʊ
contraterrorismo	kˌõntɾatˌexoɾˈizmʊ	kˌõntɾatˌexoɾˈizmʊ
convencionalismo	kˌõnveɪnsjˌonalˈizmʊ	kˌõnveɪnsjˌonalˈizmʊ
cooperativismo	kˌoopˌeɾatʃivˈizmʊ	kˌoopˌeɾatʃivˈizmʊ
corporativismo	kˌoɾpoɾˌatʃivˈizmʊ	kˌoɾpoɾˌatʃivˈizmʊ
cosmobiologismo	kˌozmobˌioloʒˈizmʊ	kˌozmobˌioloʒˈizmʊ
cosmopolitismo	kˌozmopˌolitʃˈizmʊ	kˌozmopˌolitʃˈizmʊ
cretinismo	kɾˌetʃinˈizmʊ	kɾˌetʃinˈizmʊ
criacionismo	kɾˌiasjonˈizmʊ	kɾˌiasjonˈizmʊ
crismo	kɾˈizmʊ	kɾˈizmʊ
cristianismo	kɾˌistʃiɐnˈizmʊ	kɾˌistʃiɐnˈizmʊ
criticismo	kɾˌitʃisˈizmʊ	kɾˌitʃisˈizmʊ
cromatismo	kɾˌomatʃˈizmʊ	kɾˌomatʃˈizmʊ
cubismo	kˌubˈizmʊ	kˌubˈizmʊ
cultismo	kˌuwtʃˈizmʊ	kˌuwtʃˈizmʊ
culturalismo	kˌuwtuɾalˈizmʊ	kˌuwtuɾalˈizmʊ
culturismo	kˌuwtuɾˈizmʊ	kˌuwtuɾˈizmʊ
curandeirismo	kˌuɾɐ̃ndeɪɾˈizmʊ	kˌuɾɐ̃ndeɪɾˈizmʊ
curialismo	kˌuɾialˈizmʊ	kˌuɾialˈizmʊ
czarismo	kzˌaɾˈizmʊ	kzˌaɾˈizmʊ
daltonismo	dˌaʊtonˈizmʊ	dˌawtonˈizmʊ
darwinismo	dˌaɾvinˈizmʊ	darvinˈizmʊ
deambulismo	dˌeɐ̃mbulˈizmʊ	dˌeɐ̃mbulˈizmʊ
decadentismo	dˌekadeɪntʃˈizmʊ	dˌekadeɪntʃˈizmʊ
deflacionismo	dˌeflasjonˈizmʊ	dˌeflasjonˈizmʊ
demagogismo	dˌemaɡoʒˈizmʊ	dˌemaɡoʒˈizmʊ
deontologismo	dˌeõntˌoloʒˈizmʊ	dˌeõntˌoloʒˈizmʊ
derrotismo	dˌexotʃˈizmʊ	dˌexotʃˈizmʊ
desarranjismo	dˌezaxɐ̃nʒˈizmʊ	dˌezaxɐ̃nʒˈizmʊ
desgovernismo	dˌezɡoveɾnˈizmʊ	dˌezɡoveɾnˈizmʊ
desinflacionismo	dˌezĩnflˌasjonˈizmʊ	dˌezĩnflˌasjonˈizmʊ
despesismo	dˌespezˈizmʊ	dˌespezˈizmʊ
desportismo	dˌespoɾtʃˈizmʊ	dˌespoɾtʃˈizmʊ
desportivismo	dˌespoɾtʃivˈizmʊ	dˌespoɾtʃivˈizmʊ
despotismo	dˌespotʃˈizmʊ	dˌespotʃˈizmʊ
desumanismo	dˌezumɐnˈizmʊ	dˌezumɐnˈizmʊ
desviacionismo	dˌezviˌasjonˈizmʊ	dˌezviˌasjonˈizmʊ
desvirtuosismo	dˌezviɾtwozˈizmʊ	dˌezviɾtwozˈizmʊ
determinismo	dˌeteɾminˈizmʊ	dˌeteɾminˈizmʊ
diabolismo	dʒˌiabolˈizmʊ	dʒˌiabolˈizmʊ
diastrofismo	dʒˌiastɾofˈizmʊ	dʒˌiastɾofˈizmʊ
diatonismo	dʒˌiatonˈizmʊ	dʒˌiatonˈizmʊ
dicotomismo	dʒˌikotomˈizmʊ	dʒˌikotomˈizmʊ
didatismo	dʒˌidatʃˈizmʊ	dʒˌidatʃˈizmʊ
difeomorfismo	dʒˌifeˌomoɾfˈizmʊ	dʒˌifeˌomoɾfˈizmʊ
diletantismo	dʒˌiletɐ̃ntʃˈizmʊ	dʒˌiletɐ̃ntʃˈizmʊ
dimorfismo	dʒˌimoɾfˈizmʊ	dʒˌimoɾfˈizmʊ
dinamismo	dʒˌinɐmˈizmʊ	dʒˌinɐmˈizmʊ
dirigismo	dʒˌiɾiʒˈizmʊ	dʒˌiɾiʒˈizmʊ
discutívelismo	dʒˌiskutʃˈivelizmʊ	dʒˌiskutʃˈivelˈizmʊ
dogmatismo	dˌoɡmatʃˈizmʊ	dˌoɡmatʃˈizmʊ
dramatismo	dɾˌɐmatʃˈizmʊ	dɾˌɐmatʃˈizmʊ
druidismo	dɾˌuidʒˈizmʊ	dɾˌuidʒˈizmʊ
dualismo	dˌualˈizmʊ	dˌualˈizmʊ
ecletismo	ˌekletʃˈizmʊ	ˌekletʃˈizmʊ
ecumenismo	ˌekumenˈizmʊ	ˌekumenˈizmʊ
egocentrismo	ˌeɡoseɪntɾˈizmʊ	ˌeɡoseɪntɾˈizmʊ
elegantismo	ˌeleɡɐ̃ntʃˈizmʊ	ˌeleɡɐ̃ntʃˈizmʊ
eleitoralismo	ˌeleɪtˌoɾalˈizmʊ	ˌeleɪtˌoɾalˈizmʊ
eletricismo	ˌeletɾisˈizmʊ	ˌeletɾisˈizmʊ
eletrodinamismo	ˌeletɾˌodʒinɐmˈizmʊ	ˌeletɾˌodʒinɐmˈizmʊ
eletromagnetismo	ˌeletɾˌomaɡnetʃˈizmʊ	ˌeletɾˌomaɡnetʃˈizmʊ
elitismo	ˌelitʃˈizmʊ	ˌelitʃˈizmʊ
embolismo	ˌeɪmbolˈizmʊ	ˌeɪmbolˈizmʊ
empirismo	ˌeɪmpiɾˈizmʊ	ˌeɪmpiɾˈizmʊ
empreendedorismo	ˌeɪmpɾeˌeɪndedoɾˈizmʊ	ˌeɪmpɾeˌeɪndedoɾˈizmʊ
enciclopedismo	ˌeɪnsiklˌopedʒˈizmʊ	ˌeɪnsiklˌopedʒˈizmʊ
endomorfismo	ˌeɪndomoɾfˈizmʊ	ˌeɪndomoɾfˈizmʊ
energetismo	ˌeneɾʒetʃˈizmʊ	ˌeneɾʒetʃˈizmʊ
enxadrismo	ˌeɪnʃadɾˈizmʊ	ˌeɪnʃadɾˈizmʊ
epicurismo	ˌepikuɾˈizmʊ	ˌepikuɾˈizmʊ
epimorfismo	ˌepimoɾfˈizmʊ	ˌepimoɾfˈizmʊ
equilibrismo	ˌekilibɾˈizmʊ	ˌekilibɾˈizmʊ
erasmismo	ˌeɾazmˈizmʊ	ˌeɾazmˈizmʊ
eremitismo	ˌeɾemitʃˈizmʊ	ˌeɾemitʃˈizmʊ
erotismo	ˌeɾotʃˈizmʊ	ˌeɾotʃˈizmʊ
